"name1","name2","street1","street2","city","state","zip","zip4","county","phone","website","latitude","longitude","type_facility","sa","dt","mm","dm","bum","db","rpn","bu","nxn","vtrl","meth","hh","noop","pain","nmoa","moa","ubn","otp","cbt","dbt","tele","saca","trc","smon","smpd","smop","hi","res","op","rs","rl","rd","od","omb","odt","iop","ort","hid","hit","ct","gh","psyh","vamc","tbg","ihs","stg","lccg","dod","ssa","stmh","stdh","hla","jc","carf","ncqa","coa","hfap","np","cash","md","mc","si","pi","tricare","fsa","ss","pa","asl","sp","mhsu","vet","admil","milf","cj","sen","adol","pw","wn","mn","hiv","trma","sexa","dv","ya","nsc","adtx","bdtx","cdtx","mdtx","odtx","tgd","ico","gco","fco","mco","twfa","bia","cmi","mi","ang","mxm","crv","relp","beds","ch_ad","yad","adlt","fem","male","dui","duio","acc","acm","acu","baba","ccc","cmha","csaa","daut","dp","dsf","dvfp","eis_hiv","emp","haec","heoh","hivt","isc","itu","mhs","opc","sae","shg","smhd","ssu","ssd","stdt","ta","taec","tbs","cm","fpsy","hs","nrt","peer","stu","tcc","bsdm","nu","mu","bwn","bwon","ub","un","beri","pvtp","pvtn","cosmi","inpe","rpe","pc","naut","nmaut","acma","pmat","auinpe","aurpe","aupc","dlc","mhiv","mhcv","lfxd","clnd","copsu","daof","mst","noe","ofd","rc","piec","mdet","voc","hav","hbv","audo","mmd","mprep","fed","sotp","dea","samhsa","mhpa","hbt","hct","tod","vapn","vapp","vppd","oudo","nx","oth","mws","f17","f19","f25","f28","f30","f31","f35","f36","f37","f4","f42","f43","f47","f66","f67","f70","f81","f92","n24","n40","cosed"
"City of Fremont Youth and Family Servs","","39155 Liberty Street","Suites H-850 and E-500","Fremont","CA","94538","","Alameda","510-574-2100","https://www.fremont.gov/government/departments/human-services/youth-services","37.5507851","-121.9832661","SU","1","","","","","","","","","","","","","","","1","","","1","","1","1","1","1","","","","","1","","","","","","","1","1","","","","","","","","","","1","","1","1","1","","","","","","","","","1","","","","","1","","","1","1","1","","","","1","","1","","","","1","1","1","1","1","","","","","","","","1","1","1","","","1","","1","1","1","","1","","1","1","1","1","1","","","1","","","","","1","1","1","1","","","","1","1","1","","1","","1","1","1","","1","1","1","","1","1","","1","","1","","","1","1","","1","","","","","","","","","","","1","1","","","1","","1","1","1","","","","","","1","1","","1","","1","1","","1","","","","","","","","","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Skylake Recovery Center","Elevate Addiction Services","586 Glorene Avenue","","South Lake Tahoe","CA","96150","","El Dorado","530-213-8031","https://www.elevaterehab.org","38.9199529","-120.0220573","SU","1","1","","","1","","","1","","","","","","","","1","","","1","","1","1","1","","1","","","1","","1","1","1","","","","","","","","","","","","","","","","","1","1","1","","1","","","","","","1","","","","1","","","","","","","1","1","","","","","","","1","1","","1","","","","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","","1","","","1","1","1","1","","","1","","","1","","","1","1","1","","","","1","1","1","","1","","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","","","","1","","1","","","1","","","","1","1","","","1","","","1","","","","","","","1","","","1","1","1","","1","","","","","","","","","","","1","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","",""
"REACH Project","","3385 Main Street","Suite B","Oakley","CA","94561","","Contra Costa","925-679-2504","https://","37.9975964","-121.7153945","SU","1","","","","","","","","","","","","","","","1","","","1","","1","1","1","1","","","","","1","","","","","","","1","1","","","","","","","","","","","","1","","1","","","","","","","","","1","1","","","","1","1","1","","","","","","","1","","1","","1","1","","","","","1","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","","1","","","1","","","1","1","1","","","","1","","1","","1","","","1","1","","","1","1","","","","","1","","1","","1","1","","","","","","","","","","","1","","","","1","","","1","","1","","1","","","","","","","","","1","1","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tahoe Youth and Family Services","","1021 Fremont Avenue","","South Lake Tahoe","CA","96150","","El Dorado","530-541-2445","https://www.tahoeyouth.org","38.9449658","-119.9704788","SU","1","","","","","","","","","","","","1","","","","","","1","","1","1","1","1","","","","","1","","","","","","","","1","","","","","","","","","","","","1","1","","","","","","","","","1","","","","","","1","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","1","1","1","1","","1","","1","1","1","","1","","1","1","1","1","1","","","1","","","","","1","1","","1","","","","1","","","","1","","1","1","1","","1","1","1","","","","","1","","1","","","","1","","","","","","","","","","1","","","","","","","1","","1","","1","","","","","","1","","","1","1","","1","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Carnales Unidos Reformando Adictos","(CURA) Inc","37437 Glenmoor Drive","","Fremont","CA","94536","","Alameda","510-713-3202 x100","https://www.curainc.com","37.5502691","-122.0127793","SU","1","","","","","","","1","1","","","","","","","1","","","1","","1","1","1","","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","1","","1","","","","","1","","","","","1","","","","","","","","","","","","","1","1","","","1","","","1","1","1","","1","","","1","1","","1","","","1","","","1","","","1","1","1","","","1","1","","","","","","1","","1","1","1","1","1","","1","","","1","","1","1","1","","1","","1","","1","","","","","","1","","","","1","","","1","","1","","1","","1","","","","","","","1","1","","","","1","","","","","","","","","","1","","","","1","","","","","1","","","","","","","","","","","","","","","","","","1","","","",""
"Alpha Recovery Center","","7316 West Avenue","Suite D-8","Lancaster","CA","93536","","Los Angeles","661-934-2190","https://alpharecoveryrehab.com/","34.7683251866419","-118.262529000061","SU","1","1","","","1","1","1","1","1","1","","","","","","1","","","1","","1","1","1","","1","","","1","","1","","1","","","","","","","","","","","","","","","","","1","","","","1","","","","","","1","","","","1","1","","","","","","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","","","1","1","","1","","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","","","","1","","","","1","1","","1","","1","","","1","1","1","1","1","1","1","1","1","1","1","","","","1","","","","","","1","1","1","1","","1","","","","","1","","","","","","","","","","","","","","","","","","","","",""
"Second Chance Inc","Tri Cities Center","6330 Thornton Avenue","","Newark","CA","94560","","Alameda","510-792-4357","https://www.secondchanceinc.com","37.5340701","-122.0322023","SU","1","","","","","","","","","","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","","","1","1","","","","","","","","","","","","1","","1","","","","","","","","","1","","","","","1","","1","","","1","","","","1","","","1","1","1","","1","1","1","","","","","","","","","1","1","","","","","","1","","","","1","","","1","1","1","1","","","1","","","","1","","1","1","1","","","","","","","","","","","1","1","1","","1","1","","","","","1","","1","","","1","1","","","","","","","","","","1","","","","1","","","1","","1","","1","","","","","","","1","","1","1","","","","","","","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Aegis Treatment Centers LLC","Placerville","6390 Runnymeade Drive","Suite B","Placerville","CA","95667","8623","El Dorado","530-291-0712","https://www.pinnacletreatment.com","38.7036749","-120.8544639","SU","1","1","","","1","1","","1","","","","","","","","","","","1","","1","1","","1","","","","","1","","","","1","1","","","1","","","","","","","","","","","","1","","","","","1","","","","","1","","1","1","1","1","","","","1","","","","","","","","","1","1","1","","","","","1","","","","","","1","","1","1","","","","1","1","","","1","","1","","","1","1","1","1","","","","","","1","","","1","1","1","","","","","1","","1","","","","1","1","","","1","","1","1","1","1","1","","1","","","","","","","","1","1","1","","","1","","","","","","1","","","","","","","","","","","","","1","","1","1","","","1","","","","","","","","1","1","","","","1","","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","",""
"Progress House Inc","Progress House Counseling Center","2844 Coloma Street","","Placerville","CA","95667","","El Dorado","530-626-9240","https://www.progresshouseinc.org","38.7325857","-120.8067842","SU","1","","","","","","","","","","","1","","","","1","","","1","","","1","","","1","","","","1","","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","","1","","","","","","1","","","","","1","1","","","1","1","","1","1","1","1","1","1","1","","","","","","","","","1","1","","","","","1","1","1","1","","1","","","1","1","1","1","","","1","","","1","","","1","1","1","","","","1","","","","","1","","","1","","1","1","","","","","","1","","","","","1","","","","","","","","","","","1","","1","1","1","","","1","","1","1","1","","","","","","1","1","","","1","1","","","","","","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Diablo Valley Ranch","","11540 Marsh Creek Road","","Clayton","CA","94517","","Contra Costa","925-672-5700 x2702","https://bibett.org","37.897982","-121.865592","SU","1","","","","","","","","","","","","","","","1","","","1","","","1","","","1","","1","1","","1","","","","","","","","","1","","","","","","","","","","1","","","","","","","","","","1","1","","","","","1","1","","","","1","1","","1","1","1","","","","1","1","1","1","1","","","","","","","","","1","1","","","1","","","1","1","1","","1","","","1","1","","1","","","","","","1","","","1","1","1","","","","1","1","1","","","","","","1","1","","1","1","","","","","1","","1","","1","1","","","","","","","","","","","1","","1","1","1","","","1","","1","1","1","","","","","","1","","","1","","","","","","","","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bay Area Addiction Research and Trt","(BAART) Antioch","3707 Sunset Lane","","Antioch","CA","94509","","Contra Costa","925-522-0124","https://www.baartprograms.com","37.984556","-121.8038109","SU","1","","1","","1","","","1","","","1","","","","","","","1","1","","1","1","","1","","","","","1","","","","","1","","","1","","","","","","","","","","","","1","","1","","","1","","","","","1","1","1","1","1","1","","1","","1","1","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","1","1","","1","","1","","1","1","","1","1","","","1","","","1","","","1","1","1","","","","1","1","","1","1","","","1","1","1","1","1","","1","1","","1","1","","1","","1","1","1","","","1","1","1","1","","","1","","","","","","1","","","","","","","","","","","","","1","1","1","1","1","1","","","","","","","","","1","1","1","1","1","1","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","",""
"J Cole Recovery Homes Inc","Cole House","1408 A Street","","Antioch","CA","94509","","Contra Costa","925-978-2873","https://www.thecolehouse.org","38.0077473","-121.806369","SU","1","","","","","","","1","","","","","","","","1","","","1","","","1","","","1","","1","1","","1","1","","","","","","","","1","","","","","","","","","","1","","1","","","","","","","","1","1","1","","","","","","","","","1","","","","1","","","","","1","","1","","","","","","","","","","","1","1","1","","1","","","1","1","1","","1","","","1","1","","1","","","1","","","1","","","1","1","1","","","","1","1","1","","1","","","1","1","1","","1","1","","1","1","","1","","1","","1","1","1","","","","","","","","","1","","1","","1","1","","","1","","1","1","1","","","","","","","1","1","1","1","1","","","","","","","","","","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","",""
"REACH Project","REACH Central","1915 D Street","","Antioch","CA","94509","","Contra Costa","925-754-3673","https://","38.003844","-121.8097631","SU","1","","","","","","","","","","","","","","","1","","","1","","1","1","1","1","","","","","1","","","","","","","1","1","","","","","","","","","","","","1","","1","","","","","","","","","1","1","","","","1","1","1","","1","","","","","1","","1","","1","1","","","","","1","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","","1","","","1","","","1","1","1","","","","1","","1","","1","","","1","1","","","1","1","","","","","1","","1","","1","1","","","","","","","","","","","1","","","","1","","","1","","1","","1","","","","","","","","","1","1","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Caminar","","375 Cambridge Avenue","","Palo Alto","CA","94306","","Santa Clara","650-326-6576","https://caminar.org","37.4273793","-122.1449463","SU","1","","","","","","1","1","1","","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","","","","1","","","","","","","","","","","","1","","1","","","","","","","","","1","1","","","","","","","","","1","","","","1","1","","","1","1","","","","","1","","","","","","","","1","1","1","","","","1","1","","","","1","","","1","1","1","1","","","1","","","","","1","1","","1","","","","","","","","","","1","","1","","1","1","","","1","","","1","","1","1","","1","","","1","","1","","1","1","","","1","1","1","","","","","1","1","","","","","","","","","","","","1","1","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Rio Vista Care","","628 Montezuma Street","","Rio Vista","CA","94571","","Solano","707-374-5243","https://www.riovistacare.org","38.1590429","-121.6958808","SU","1","","","","","","","","","","","","","","","1","","","1","","","1","","","","1","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","","1","","1","","","","1","","1","1","","1","1","","","1","","","","","1","1","","1","","","","1","","","","","","1","1","1","1","1","1","1","","","","","1","","1","","1","","1","","","","","","","","","","1","1","","","1","1","","","","","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
